node_id,node_type,degree,bipartite_degree_centrality,pagerank,betweenness_approx,role,job_title,seniority,industry
R_000250,CV,7,0.0028,5.112980156942817e-05,3.6896369419581974e-06,Full Stack Engineer,,Senior,Gaming
R_000251,CV,10,0.004,7.025751043669506e-05,1.108507941340637e-05,Associate Product Manager,,Junior,EdTech
R_000252,CV,8,0.0032,5.741677925851594e-05,4.129112982441344e-06,Performance Marketer,,Mid,Travel
R_000253,CV,9,0.0036,5.8269384875523894e-05,4.6019572857274453e-07,Operations Manager,,Senior,Gaming
R_000254,CV,3,0.0012,2.9379408907787938e-05,1.474327393566585e-06,Marketing Manager,,Junior,Retail
R_000255,CV,7,0.0028,5.0030062239123015e-05,4.392588089803906e-06,Data Analyst,,Senior,Cybersecurity
R_000256,CV,3,0.0012,2.869563357442156e-05,5.03215683091921e-06,Business Analyst,,Junior,Retail
R_000257,CV,6,0.0024,4.400610276639359e-05,2.0590380396346065e-06,Sales Representative,,Junior,Gaming
R_000258,CV,8,0.0032,5.689829059314864e-05,2.656570580722781e-06,Performance Marketer,,Mid,FinTech
R_000259,CV,5,0.002,4.081982308281605e-05,7.827329276963526e-06,Technical Product Manager,,Mid,E-commerce
R_000260,CV,7,0.0028,4.9406165434273655e-05,3.936732301845827e-06,Data Analyst,,Senior,Retail
R_000261,CV,5,0.002,3.823964406501564e-05,1.7561873774901696e-06,Technical Support Specialist,,Senior,E-commerce
R_000262,CV,13,0.0052,8.359281642987044e-05,3.8369421557767926e-05,Full Stack Engineer,,Junior,Retail
R_000263,CV,9,0.0036,6.12685151566549e-05,1.6948611869724054e-05,Full Stack Engineer,,Senior,FinTech
R_000264,CV,8,0.0032,5.616920060355181e-05,2.555012599839526e-06,Backend Engineer,,Mid,SaaS
R_000265,CV,12,0.0048,7.33414987098946e-05,6.708204275797512e-05,Financial Analyst,,Senior,Gaming
R_000266,CV,4,0.0016,3.46651554462095e-05,7.903332912193094e-08,Content Marketer,,Senior,FinTech
R_000267,CV,14,0.0056,8.352213169952961e-05,0.0002561814441477278,Junior Accountant,,Mid,Logistics
R_000268,CV,4,0.0016,3.290962588070426e-05,1.9617642808982903e-06,Project Manager,,Senior,Gaming
R_000269,CV,11,0.0044,6.796745987253473e-05,1.4856483281233459e-05,Technical Support Specialist,,Mid,SaaS
R_000270,CV,3,0.0012,2.849835699894697e-05,1.025675530832563e-06,Business Analyst,,Senior,Healthcare
R_000271,CV,12,0.0048,7.803890642468977e-05,6.287872001206235e-06,Business Analyst,,Junior,Logistics
R_000272,CV,4,0.0016,3.2641616431340686e-05,6.224856497479874e-06,Customer Success Associate,,Junior,SaaS
R_000273,CV,2,0.0008,2.3025180095779937e-05,8.450267795262298e-07,Software Engineer,,Senior,Healthcare
R_000274,CV,9,0.0036,6.045101348992083e-05,1.509176354773068e-05,Business Development Manager,,Senior,FinTech
R_000275,CV,13,0.0052,8.544236311999329e-05,1.828718849005986e-05,Content Marketer,,Mid,Cybersecurity
R_000276,CV,11,0.0044,7.101571543024072e-05,9.325203319246408e-06,Business Analyst,,Junior,Cybersecurity
R_000277,CV,7,0.0028,4.978952229416244e-05,3.2832558589021415e-06,Sales Representative,,Junior,Cybersecurity
R_000278,CV,7,0.0028,5.321997040721747e-05,2.8338565487683747e-05,Associate Product Manager,,Junior,E-commerce
R_000279,CV,6,0.0024,4.58879696356966e-05,6.696010694335634e-06,Backend Engineer,,Senior,Travel
R_000280,CV,12,0.0048,7.418263241245077e-05,1.5934054905179904e-05,Program Coordinator,,Junior,Retail
R_000281,CV,5,0.002,4.073123754883813e-05,3.861847773388071e-06,Technical Product Manager,,Mid,SaaS
R_000282,CV,7,0.0028,5.014606455162702e-05,4.230610922558655e-06,Data Analyst,,Mid,Healthcare
R_000283,CV,17,0.0068,0.00010715852589438032,6.255573292108721e-05,Performance Marketer,,Senior,Gaming
R_000284,CV,4,0.0016,3.442630720712572e-05,2.2436709337378438e-06,Business Development Manager,,Mid,EdTech
R_000285,CV,11,0.0044,7.36285128182193e-05,1.1893915274570288e-05,Marketing Manager,,Junior,Retail
R_000286,CV,4,0.0016,3.318862052374199e-05,1.0483571521411705e-07,Operations Manager,,Junior,Cybersecurity
R_000287,CV,7,0.0028,5.060112363640113e-05,1.3474520386022283e-05,Business Analyst,,Junior,EdTech
R_000288,CV,5,0.002,3.755117379609782e-05,4.6469297292769655e-06,Financial Analyst,,Mid,Cybersecurity
R_000289,CV,10,0.004,6.897388585053895e-05,1.9282945150212377e-05,Marketing Manager,,Senior,Logistics
R_000290,CV,10,0.004,6.573914163203069e-05,9.245386341302776e-06,Account Executive,,Junior,Cybersecurity
R_000291,CV,2,0.0008,2.2994492305990435e-05,1.320772662824926e-06,Account Executive,,Mid,Logistics
R_000292,CV,6,0.0024,4.503773682503384e-05,3.210644069949718e-05,Software Engineer,,Junior,EdTech
R_000293,CV,11,0.0044,6.849176772847498e-05,8.685483536213369e-05,Project Manager,,Mid,Retail
R_000294,CV,11,0.0044,7.225052319573395e-05,7.990824685366237e-06,Software Engineer,,Mid,Healthcare
R_000295,CV,13,0.0052,7.790060673233985e-05,5.29655736720947e-05,Junior Accountant,,Mid,Gaming
R_000296,CV,4,0.0016,3.2381740418035227e-05,3.370894828996e-06,Customer Support Specialist,,Senior,SaaS
R_000297,CV,5,0.002,3.929832215545711e-05,7.507334804488883e-06,Backend Engineer,,Senior,Gaming
R_000298,CV,4,0.0016,3.2581313249722235e-05,2.0725427401755267e-07,Financial Analyst,,Senior,Travel
R_000299,CV,13,0.0052,8.191311531847595e-05,2.9933244504205178e-05,Data Analyst,,Junior,Healthcare
R_000300,CV,7,0.0028,5.290836284860272e-05,2.4484537008351467e-05,Technical Product Manager,,Mid,E-commerce
R_000301,CV,9,0.0036,6.244723392115792e-05,4.943146147457175e-07,Performance Marketer,,Junior,EdTech
R_000302,CV,4,0.0016,3.2570643640855947e-05,1.4175269282874342e-05,FP&A Analyst,,Mid,EdTech
R_000303,CV,6,0.0024,4.413403283574053e-05,2.280575902097466e-06,Account Executive,,Junior,Logistics
R_000304,CV,7,0.0028,4.983781649855202e-05,1.615484563339881e-07,BI Analyst,,Senior,Travel
R_000305,CV,6,0.0024,4.4460574003297514e-05,1.927879557579189e-06,Backend Engineer,,Junior,Gaming
R_000306,CV,5,0.002,3.9204420667664534e-05,2.482315949077853e-07,Full Stack Engineer,,Mid,Gaming
R_000307,CV,5,0.002,3.8815404324354664e-05,5.770016876623958e-06,Account Executive,,Junior,SaaS
R_000308,CV,11,0.0044,7.59068241062044e-05,4.6279318539935614e-05,Product Manager,,Mid,Retail
R_000309,CV,13,0.0052,7.83738438949827e-05,0.00012938370565126697,Operations Manager,,Mid,SaaS
R_000310,CV,4,0.0016,3.392169131404592e-05,1.050174841056956e-05,Backend Engineer,,Mid,SaaS
R_000311,CV,7,0.0028,4.7761330145894095e-05,9.052039721943919e-06,Customer Success Associate,,Junior,FinTech
R_000312,CV,4,0.0016,3.287931344858378e-05,5.304484765542885e-08,Operations Manager,,Senior,Logistics
R_000313,CV,8,0.0032,5.240944461069446e-05,1.583163144233304e-05,Customer Support Specialist,,Junior,FinTech
R_000314,CV,11,0.0044,7.287285127722417e-05,1.417498041878148e-05,Software Engineer,,Senior,Logistics
R_000315,CV,7,0.0028,5.438108543621582e-05,1.1047269343996533e-05,Product Manager,,Senior,E-commerce
R_000316,CV,5,0.002,3.9169020370278114e-05,5.039879583014929e-06,Backend Engineer,,Senior,Healthcare
R_000317,CV,7,0.0028,4.821370430175792e-05,6.326480047417193e-06,Project Manager,,Mid,Logistics
R_000318,CV,12,0.0048,7.653125844381202e-05,3.940691200326748e-05,Data Analyst,,Junior,FinTech
R_000319,CV,11,0.0044,7.084538072923112e-05,6.793542110082872e-05,Account Executive,,Senior,Cybersecurity
R_000320,CV,8,0.0032,5.294223239395955e-05,0.00024228439911697948,Junior Accountant,,Junior,E-commerce
R_000321,CV,8,0.0032,5.48282603801102e-05,1.1995345506344702e-05,Data Analyst,,Junior,SaaS
R_000322,CV,13,0.0052,7.878147623408727e-05,2.6733498112376788e-05,Technical Support Specialist,,Mid,Travel
R_000323,CV,1,0.0004,1.8424926214620166e-05,0.0,Business Development Manager,,Junior,Cybersecurity
R_000324,CV,13,0.0052,7.798427326704516e-05,1.5290306279707326e-05,Customer Success Associate,,Junior,FinTech
R_000325,CV,8,0.0032,5.869705066042425e-05,1.9468587304644073e-05,Associate Product Manager,,Junior,Retail
R_000326,CV,11,0.0044,7.225034860860296e-05,5.033210868856103e-05,Backend Engineer,,Senior,Healthcare
R_000327,CV,8,0.0032,5.716556798945987e-05,2.6711256513342334e-06,Marketing Manager,,Mid,Healthcare
R_000328,CV,9,0.0036,5.8583967939550856e-05,4.816889907628258e-07,Operations Manager,,Senior,Cybersecurity
R_000329,CV,3,0.0012,2.8833332971501777e-05,5.2256814334838e-07,Backend Engineer,,Junior,Travel
R_000330,CV,7,0.0028,5.002012894108733e-05,6.518134227301876e-06,Backend Engineer,,Mid,Travel
R_000331,CV,1,0.0004,1.7989739741098553e-05,0.0,Associate Product Manager,,Junior,Gaming
R_000332,CV,7,0.0028,5.0114249293546535e-05,1.6564401595638786e-05,BI Analyst,,Mid,Travel
R_000333,CV,4,0.0016,3.3163633699435646e-05,8.404298442288062e-06,Program Coordinator,,Junior,Travel
R_000334,CV,6,0.0024,4.703004875768569e-05,2.01022987334245e-07,Technical Product Manager,,Junior,E-commerce
R_000335,CV,5,0.002,3.776989878082052e-05,3.7568616347067064e-07,Junior Accountant,,Senior,Travel
R_000336,CV,3,0.0012,3.0100514798655256e-05,1.5693760457052252e-06,Technical Product Manager,,Mid,FinTech
R_000337,CV,5,0.002,3.770914925327289e-05,4.444718278845297e-06,Technical Support Specialist,,Senior,SaaS
R_000338,CV,9,0.0036,6.0874978177035845e-05,1.3163336202829413e-05,Data Analyst,,Mid,Travel
R_000339,CV,8,0.0032,5.5588084174092606e-05,1.0085943287689784e-05,BI Analyst,,Senior,EdTech
R_000340,CV,9,0.0036,5.899220834333158e-05,5.453260529662663e-07,Program Coordinator,,Senior,Cybersecurity
R_000341,CV,6,0.0024,4.540749926843672e-05,3.8883134053859036e-07,Full Stack Engineer,,Mid,Gaming
R_000342,CV,6,0.0024,4.57477926585875e-05,3.8539116449000775e-06,Marketing Manager,,Senior,E-commerce
R_000343,CV,8,0.0032,5.898872283132147e-05,2.676337049908488e-07,Associate Product Manager,,Senior,Gaming
R_000344,CV,6,0.0024,4.29491300919976e-05,6.027313642739288e-07,Financial Analyst,,Mid,Healthcare
R_000345,CV,11,0.0044,7.395049636237699e-05,2.5749209172284413e-05,Content Marketer,,Mid,Cybersecurity
R_000346,CV,8,0.0032,5.273024154006827e-05,4.582240233684001e-06,Technical Support Specialist,,Junior,Travel
R_000347,CV,6,0.0024,4.275713285415194e-05,4.730525328923986e-06,Program Coordinator,,Senior,FinTech
R_000348,CV,9,0.0036,6.176655248124048e-05,4.68570667596345e-06,Backend Engineer,,Junior,Cybersecurity
R_000349,CV,6,0.0024,4.540330578329693e-05,3.739360865244632e-06,Performance Marketer,,Senior,Gaming
R_000350,CV,6,0.0024,4.792620084673551e-05,2.760396249328079e-07,Product Manager,,Junior,Healthcare
R_000351,CV,9,0.0036,6.021126201238973e-05,1.782684618206966e-05,Sales Representative,,Junior,SaaS
R_000352,CV,8,0.0032,5.533129061706448e-05,1.6774900899323484e-05,BI Analyst,,Mid,Gaming
R_000353,CV,9,0.0036,6.14575502449873e-05,4.783949107439379e-05,Backend Engineer,,Senior,E-commerce
R_000354,CV,10,0.004,6.557901979833843e-05,6.121917005994854e-05,Sales Representative,,Junior,Travel
R_000355,CV,7,0.0028,4.7622086715053506e-05,7.740984515075676e-06,Project Manager,,Mid,SaaS
R_000356,CV,9,0.0036,6.299150322335614e-05,3.5458958782533394e-06,Marketing Manager,,Mid,Travel
R_000357,CV,10,0.004,6.655564352915416e-05,2.3562356360553184e-05,Software Engineer,,Mid,Logistics
R_000358,CV,10,0.004,6.400516850548322e-05,0.000431962755587795,Project Manager,,Senior,EdTech
R_000359,CV,5,0.002,4.1607555292650386e-05,7.716412393542474e-06,Technical Product Manager,,Senior,Cybersecurity
R_000360,CV,9,0.0036,6.439346352868061e-05,7.3011073478884596e-06,Associate Product Manager,,Junior,Healthcare
R_000361,CV,6,0.0024,4.497837094996329e-05,6.291271103046445e-06,Full Stack Engineer,,Senior,EdTech
R_000362,CV,3,0.0012,2.914254701438122e-05,1.1259153807101905e-06,Marketing Manager,,Junior,SaaS
R_000363,CV,11,0.0044,6.76403601210511e-05,1.1040984751944679e-05,Customer Success Associate,,Senior,E-commerce
R_000364,CV,5,0.002,4.0189393169083625e-05,2.0242142653350904e-07,Performance Marketer,,Mid,E-commerce
R_000365,CV,8,0.0032,5.407167846738544e-05,1.1780992232442113e-05,Program Coordinator,,Mid,Logistics
R_000366,CV,12,0.0048,7.90309240269597e-05,4.592735926290059e-06,Content Marketer,,Junior,Retail
R_000367,CV,9,0.0036,6.0616640201668964e-05,5.111101328131847e-05,Data Analyst,,Junior,SaaS
R_000368,CV,4,0.0016,3.567026694289573e-05,1.879862792644152e-06,Product Manager,,Senior,Gaming
R_000369,CV,9,0.0036,6.067437269636009e-05,5.779077901780172e-05,BI Analyst,,Junior,FinTech
R_000370,CV,4,0.0016,3.607630817959667e-05,7.402035609543425e-06,Associate Product Manager,,Junior,Gaming
R_000371,CV,8,0.0032,5.29806974715019e-05,5.0806254199241e-05,Junior Accountant,,Senior,FinTech
R_000372,CV,9,0.0036,5.8524902429547285e-05,1.4851048253045765e-06,FP&A Analyst,,Senior,Travel
R_000373,CV,7,0.0028,5.031948734154545e-05,3.926613483142224e-06,Data Analyst,,Mid,FinTech
R_000374,CV,5,0.002,3.999269127192832e-05,1.3353977490182891e-05,Software Engineer,,Mid,Travel
R_000375,CV,4,0.0016,3.342520839984653e-05,3.6770159900280195e-07,Financial Analyst,,Junior,EdTech
R_000376,CV,10,0.004,6.886996138155353e-05,7.340903503340212e-07,Performance Marketer,,Junior,Travel
R_000377,CV,11,0.0044,7.241619649983652e-05,4.7230685622802856e-06,BI Analyst,,Mid,Retail
R_000378,CV,5,0.002,3.8896947075905264e-05,3.5616736771661864e-06,Business Development Manager,,Senior,FinTech
R_000379,CV,9,0.0036,6.574362670328463e-05,6.237788649005611e-07,Technical Product Manager,,Mid,Logistics
R_000380,CV,6,0.0024,4.4439087565468276e-05,4.483435523771686e-06,Data Analyst,,Senior,Gaming
R_000381,CV,4,0.0016,3.367875667287473e-05,8.30900320723062e-08,Sales Representative,,Junior,Travel
R_000382,CV,6,0.0024,4.5594297610923736e-05,2.597781902957524e-06,Content Marketer,,Junior,FinTech
R_000383,CV,5,0.002,3.771316135801202e-05,3.5440210584907965e-06,Customer Support Specialist,,Senior,FinTech
R_000384,CV,5,0.002,3.880164645244697e-05,5.793863225326389e-06,Account Executive,,Junior,Travel
R_000385,CV,4,0.0016,3.513247596294614e-05,3.8571200003739375e-06,Product Manager,,Senior,Retail
R_000386,CV,3,0.0012,2.7815261612577342e-05,3.7668264734148994e-07,Program Coordinator,,Junior,Gaming
R_000387,CV,14,0.0056,8.328953926116646e-05,5.4571222979305365e-05,Technical Support Specialist,,Senior,SaaS
R_000388,CV,13,0.0052,7.949107674317932e-05,0.00013615843716220774,Operations Manager,,Senior,Gaming
R_000389,CV,4,0.0016,3.324353498213037e-05,3.914152708158223e-06,Project Manager,,Senior,FinTech
R_000390,CV,10,0.004,6.738502731206445e-05,4.407066023478357e-05,BI Analyst,,Junior,Retail
R_000391,CV,12,0.0048,7.799033927397255e-05,1.0358887459783627e-05,Backend Engineer,,Mid,Travel
R_000392,CV,9,0.0036,5.9792030679320784e-05,7.844243446158756e-06,Sales Representative,,Senior,EdTech
R_000393,CV,5,0.002,4.038671671735221e-05,5.101855185529474e-06,Performance Marketer,,Mid,Travel
R_000394,CV,6,0.0024,4.269987501306411e-05,2.9479131496907536e-06,Technical Support Specialist,,Junior,Logistics
R_000395,CV,4,0.0016,3.256369252168038e-05,3.152255520403591e-07,Financial Analyst,,Mid,Cybersecurity
R_000396,CV,4,0.0016,3.543050252750762e-05,1.0760782133274164e-07,Content Marketer,,Mid,Logistics
R_000397,CV,6,0.0024,4.6595964625087134e-05,1.2198824682936431e-05,Product Manager,,Senior,SaaS
R_000398,CV,10,0.004,6.619117128027674e-05,1.2971022811258242e-05,Data Analyst,,Senior,Cybersecurity
R_000399,CV,11,0.0044,6.808827585198623e-05,3.489368710658873e-05,Technical Support Specialist,,Mid,Gaming
R_000400,CV,1,0.0004,1.7560010217829856e-05,0.0,Business Development Manager,,Mid,SaaS
R_000401,CV,2,0.0008,2.4326202638298614e-05,3.2792131987019564e-09,Technical Product Manager,,Senior,Logistics
R_000402,CV,4,0.0016,3.242355705729443e-05,1.7722586979678511e-06,Junior Accountant,,Senior,Gaming
R_000403,CV,11,0.0044,7.065577872223529e-05,2.1400366456272162e-05,Account Executive,,Mid,Gaming
R_000404,CV,3,0.0012,2.8966292794670643e-05,4.0762626550849447e-08,Marketing Manager,,Mid,EdTech
R_000405,CV,12,0.0048,7.31375432729955e-05,1.86432735078194e-05,Technical Support Specialist,,Mid,SaaS
R_000406,CV,8,0.0032,5.554991688237281e-05,8.412846652091985e-06,Sales Representative,,Junior,Gaming
R_000407,CV,12,0.0048,8.285967934016659e-05,2.8854038496145594e-05,Associate Product Manager,,Mid,Logistics
R_000408,CV,9,0.0036,6.257559347372939e-05,5.452476935078926e-07,Performance Marketer,,Junior,Healthcare
R_000409,CV,4,0.0016,3.4511390412703755e-05,4.519108185021757e-06,Software Engineer,,Senior,Retail
R_000410,CV,4,0.0016,3.196934189027997e-05,1.8221416078279696e-06,Customer Support Specialist,,Junior,EdTech
R_000411,CV,10,0.004,6.696040446495825e-05,2.2413530937613404e-05,Backend Engineer,,Junior,FinTech
R_000412,CV,8,0.0032,5.5677881828652386e-05,1.727297336683394e-05,BI Analyst,,Senior,Logistics
R_000413,CV,2,0.0008,2.3777274760244815e-05,1.001468815233591e-06,Associate Product Manager,,Junior,Healthcare
R_000414,CV,3,0.0012,2.9684590835634475e-05,5.568467997800665e-08,Associate Product Manager,,Junior,Travel
R_000415,CV,11,0.0044,6.749824286423749e-05,3.121958426066518e-05,Customer Success Associate,,Junior,FinTech
R_000416,CV,8,0.0032,5.325089524879194e-05,3.3799824717554055e-06,Customer Success Associate,,Junior,Gaming
R_000417,CV,5,0.002,3.987963670865202e-05,2.5780488409243343e-06,Software Engineer,,Mid,Healthcare
R_000418,CV,5,0.002,3.773022246052376e-05,4.581211508907494e-06,Customer Success Associate,,Senior,Cybersecurity
R_000419,CV,9,0.0036,5.9186003349646067e-05,0.00015003069656455235,Program Coordinator,,Junior,FinTech
R_000420,CV,4,0.0016,3.2911737297711176e-05,3.7405707350184847e-07,Financial Analyst,,Junior,Gaming
R_000421,CV,9,0.0036,6.258129059256907e-05,1.643527379730103e-05,Content Marketer,,Senior,SaaS
R_000422,CV,7,0.0028,4.746949342580755e-05,3.5765587738772514e-05,Junior Accountant,,Junior,Travel
R_000423,CV,5,0.002,3.7710525279596054e-05,8.176261438745443e-06,Customer Success Associate,,Mid,Retail
R_000424,CV,9,0.0036,6.140852179457897e-05,7.777484839789937e-06,Software Engineer,,Junior,Gaming
R_000425,CV,4,0.0016,3.238551000536409e-05,1.4725772087495827e-07,Junior Accountant,,Mid,SaaS
R_000426,CV,9,0.0036,5.930511725956415e-05,0.00014357551793422384,Project Manager,,Mid,Gaming
R_000427,CV,14,0.0056,8.378612140417832e-05,3.096238160156119e-05,Technical Support Specialist,,Mid,Retail
R_000428,CV,3,0.0012,2.760792679863466e-05,3.8816513652640954e-08,Customer Success Associate,,Junior,Travel
R_000429,CV,12,0.0048,7.913479383512415e-05,3.075373181946055e-05,Performance Marketer,,Senior,EdTech
R_000430,CV,6,0.0024,4.2379031424746474e-05,2.2976644447403773e-06,Technical Support Specialist,,Mid,Retail
R_000431,CV,8,0.0032,5.585803872091763e-05,5.10217469303334e-06,BI Analyst,,Junior,EdTech
R_000432,CV,1,0.0004,1.7590783695820952e-05,0.0,Business Analyst,,Junior,Cybersecurity
R_000433,CV,8,0.0032,5.379097826257658e-05,1.075257943357575e-05,Program Coordinator,,Junior,Logistics
R_000434,CV,11,0.0044,7.137780873321019e-05,1.1467649400466865e-05,Data Analyst,,Junior,Cybersecurity
R_000435,CV,4,0.0016,3.549955109496803e-05,7.616933421145085e-08,Technical Product Manager,,Junior,E-commerce
R_000436,CV,12,0.0048,7.576337150634405e-05,2.1873221933581032e-05,Data Analyst,,Senior,SaaS
R_000437,CV,6,0.0024,4.388610834487575e-05,2.1996824846056578e-07,Sales Representative,,Mid,E-commerce
R_000438,CV,9,0.0036,6.118600036013765e-05,5.88811939112219e-05,Account Executive,,Mid,FinTech
R_000439,CV,13,0.0052,7.888144001641278e-05,9.709744644682201e-05,Customer Support Specialist,,Senior,Gaming
R_000440,CV,3,0.0012,2.922433097524337e-05,4.872899963905054e-08,Marketing Manager,,Senior,Gaming
R_000441,CV,8,0.0032,5.496979344125557e-05,4.8842846980420204e-05,Business Development Manager,,Mid,Travel
R_000442,CV,8,0.0032,5.856918650173847e-05,6.375264452625025e-06,Technical Product Manager,,Senior,FinTech
R_000443,CV,5,0.002,3.778447294529482e-05,4.26404291164192e-07,Junior Accountant,,Senior,Gaming
R_000444,CV,13,0.0052,8.533364478489216e-05,2.0843573493681902e-05,Content Marketer,,Junior,Healthcare
R_000445,CV,7,0.0028,5.003886650337435e-05,3.031233857450687e-06,Business Analyst,,Junior,Logistics
