node_id,node_type,community_global,role,job_title,seniority,industry
R_000495,CV,0,Full Stack Engineer,,Junior,Travel
R_000496,CV,2,Technical Product Manager,,Mid,Cybersecurity
R_000497,CV,2,Associate Product Manager,,Senior,Healthcare
R_000498,CV,6,Operations Manager,,Senior,FinTech
R_000499,CV,7,Customer Support Specialist,,Junior,Travel
R_000500,CV,2,Associate Product Manager,,Mid,Retail
R_000501,CV,5,Content Marketer,,Mid,SaaS
R_000502,CV,5,Content Marketer,,Senior,Cybersecurity
R_000503,CV,3,BI Analyst,,Mid,E-commerce
R_000504,CV,4,Sales Representative,,Junior,E-commerce
R_000505,CV,0,Full Stack Engineer,,Senior,EdTech
R_000506,CV,6,Operations Manager,,Mid,SaaS
R_000507,CV,3,Data Analyst,,Senior,Retail
R_000508,CV,4,Sales Representative,,Senior,Cybersecurity
R_000509,CV,1,Junior Accountant,,Junior,Gaming
R_000510,CV,6,Project Manager,,Mid,Retail
R_000511,CV,0,Full Stack Engineer,,Junior,FinTech
R_000512,CV,1,Junior Accountant,,Mid,E-commerce
R_000513,CV,7,Technical Support Specialist,,Senior,EdTech
R_000514,CV,1,Financial Analyst,,Senior,E-commerce
R_000515,CV,7,Customer Success Associate,,Mid,E-commerce
R_000516,CV,0,Software Engineer,,Junior,SaaS
R_000517,CV,0,Full Stack Engineer,,Senior,Travel
R_000518,CV,4,Account Executive,,Senior,Logistics
R_000519,CV,2,Product Manager,,Junior,EdTech
R_000520,CV,6,Project Manager,,Junior,SaaS
R_000521,CV,3,BI Analyst,,Junior,Logistics
R_000522,CV,0,Full Stack Engineer,,Mid,Cybersecurity
R_000523,CV,1,Financial Analyst,,Senior,Healthcare
R_000524,CV,5,Marketing Manager,,Senior,E-commerce
R_000525,CV,7,Customer Success Associate,,Senior,Healthcare
R_000526,CV,6,Program Coordinator,,Senior,Healthcare
R_000527,CV,4,Sales Representative,,Junior,E-commerce
R_000528,CV,6,Operations Manager,,Junior,Gaming
R_000529,CV,3,BI Analyst,,Senior,Retail
R_000530,CV,5,Marketing Manager,,Mid,EdTech
R_000531,CV,5,Content Marketer,,Junior,FinTech
R_000532,CV,6,Program Coordinator,,Mid,SaaS
R_000533,CV,6,Program Coordinator,,Senior,Travel
R_000534,CV,3,Business Analyst,,Mid,SaaS
R_000535,CV,1,Financial Analyst,,Mid,Logistics
R_000536,CV,3,BI Analyst,,Junior,Retail
R_000537,CV,7,Customer Success Associate,,Junior,EdTech
R_000538,CV,1,FP&A Analyst,,Senior,Travel
R_000539,CV,5,Content Marketer,,Junior,Travel
R_000540,CV,4,Account Executive,,Junior,Travel
R_000541,CV,2,Technical Product Manager,,Senior,EdTech
R_000542,CV,2,Product Manager,,Senior,SaaS
R_000543,CV,2,Product Manager,,Junior,FinTech
R_000544,CV,7,Customer Success Associate,,Junior,Logistics
R_000545,CV,4,Account Executive,,Junior,Healthcare
R_000546,CV,3,BI Analyst,,Mid,Cybersecurity
R_000547,CV,2,Associate Product Manager,,Mid,Gaming
R_000548,CV,2,Technical Product Manager,,Mid,E-commerce
R_000549,CV,3,Business Analyst,,Mid,SaaS
R_000550,CV,6,Project Manager,,Junior,FinTech
R_000551,CV,7,Customer Success Associate,,Senior,EdTech
R_000552,CV,6,Operations Manager,,Senior,Cybersecurity
R_000553,CV,6,Program Coordinator,,Mid,EdTech
R_000554,CV,6,Program Coordinator,,Junior,Cybersecurity
R_000555,CV,3,Business Analyst,,Junior,Travel
R_000556,CV,3,Data Analyst,,Mid,Logistics
R_000557,CV,2,Associate Product Manager,,Junior,FinTech
R_000558,CV,4,Account Executive,,Mid,Cybersecurity
R_000559,CV,3,Business Analyst,,Mid,Gaming
R_000560,CV,0,Full Stack Engineer,,Junior,SaaS
R_000561,CV,0,Full Stack Engineer,,Junior,Gaming
R_000562,CV,7,Technical Support Specialist,,Senior,EdTech
R_000563,CV,4,Business Development Manager,,Senior,Cybersecurity
R_000564,CV,6,Program Coordinator,,Junior,SaaS
R_000565,CV,7,Technical Support Specialist,,Mid,Healthcare
R_000566,CV,5,Performance Marketer,,Junior,Cybersecurity
R_000567,CV,0,Backend Engineer,,Junior,Gaming
R_000568,CV,2,Associate Product Manager,,Mid,EdTech
R_000569,CV,3,Data Analyst,,Mid,Logistics
R_000570,CV,0,Backend Engineer,,Mid,Logistics
R_000571,CV,4,Business Development Manager,,Mid,Healthcare
R_000572,CV,1,FP&A Analyst,,Mid,Healthcare
R_000573,CV,0,Backend Engineer,,Senior,Cybersecurity
R_000574,CV,2,Product Manager,,Senior,Logistics
R_000575,CV,0,Backend Engineer,,Mid,Gaming
R_000576,CV,3,BI Analyst,,Mid,Retail
R_000577,CV,0,Backend Engineer,,Mid,Cybersecurity
R_000578,CV,1,FP&A Analyst,,Junior,Healthcare
R_000579,CV,5,Marketing Manager,,Senior,EdTech
R_000580,CV,0,Full Stack Engineer,,Junior,EdTech
R_000581,CV,0,Backend Engineer,,Junior,FinTech
R_000582,CV,7,Customer Support Specialist,,Mid,Retail
R_000583,CV,1,FP&A Analyst,,Junior,Logistics
R_000584,CV,3,Business Analyst,,Mid,Travel
R_000585,CV,1,FP&A Analyst,,Senior,E-commerce
R_000586,CV,6,Operations Manager,,Senior,Healthcare
R_000587,CV,7,Technical Support Specialist,,Senior,Cybersecurity
R_000588,CV,0,Backend Engineer,,Mid,E-commerce
R_000589,CV,1,Junior Accountant,,Junior,Healthcare
R_000590,CV,0,Full Stack Engineer,,Senior,Gaming
R_000591,CV,0,Full Stack Engineer,,Senior,Travel
R_000592,CV,4,Account Executive,,Junior,Healthcare
R_000593,CV,0,Backend Engineer,,Mid,Travel
R_000594,CV,1,Junior Accountant,,Senior,Healthcare
R_000595,CV,1,Financial Analyst,,Junior,E-commerce
R_000596,CV,2,Product Manager,,Mid,Logistics
R_000597,CV,1,FP&A Analyst,,Senior,FinTech
R_000598,CV,6,Program Coordinator,,Mid,E-commerce
R_000599,CV,7,Customer Success Associate,,Mid,Logistics
R_000600,CV,0,Software Engineer,,Senior,Gaming
R_000601,CV,1,FP&A Analyst,,Senior,Logistics
R_000602,CV,0,Software Engineer,,Senior,Healthcare
R_000603,CV,5,Performance Marketer,,Mid,Logistics
R_000604,CV,1,Financial Analyst,,Mid,Healthcare
R_000605,CV,5,Performance Marketer,,Senior,Healthcare
R_000606,CV,1,Financial Analyst,,Mid,SaaS
R_000607,CV,3,Business Analyst,,Mid,Healthcare
R_000608,CV,6,Operations Manager,,Mid,Travel
R_000609,CV,6,Operations Manager,,Junior,Logistics
R_000610,CV,2,Associate Product Manager,,Senior,Retail
R_000611,CV,5,Content Marketer,,Mid,Retail
R_000612,CV,3,Business Analyst,,Junior,Travel
R_000613,CV,6,Project Manager,,Senior,Travel
R_000614,CV,2,Product Manager,,Junior,EdTech
R_000615,CV,7,Customer Support Specialist,,Senior,E-commerce
R_000616,CV,1,Financial Analyst,,Mid,EdTech
R_000617,CV,2,Product Manager,,Mid,E-commerce
R_000618,CV,3,Data Analyst,,Junior,Retail
R_000619,CV,1,FP&A Analyst,,Senior,SaaS
R_000620,CV,0,Backend Engineer,,Mid,Retail
R_000621,CV,4,Business Development Manager,,Senior,SaaS
R_000622,CV,7,Customer Success Associate,,Junior,Cybersecurity
R_000623,CV,5,Performance Marketer,,Mid,Retail
R_000624,CV,2,Associate Product Manager,,Mid,FinTech
R_000625,CV,0,Software Engineer,,Junior,Logistics
R_000626,CV,6,Project Manager,,Junior,Logistics
R_000627,CV,5,Marketing Manager,,Mid,Travel
R_000628,CV,1,Financial Analyst,,Mid,FinTech
R_000629,CV,0,Full Stack Engineer,,Senior,Retail
R_000630,CV,1,FP&A Analyst,,Senior,Travel
R_000631,CV,4,Sales Representative,,Mid,Retail
R_000632,CV,6,Program Coordinator,,Senior,Travel
R_000633,CV,6,Operations Manager,,Senior,FinTech
R_000634,CV,3,Business Analyst,,Senior,Cybersecurity
R_000635,CV,0,Backend Engineer,,Senior,Retail
R_000636,CV,7,Technical Support Specialist,,Senior,SaaS
R_000637,CV,0,Backend Engineer,,Mid,Retail
R_000638,CV,7,Customer Success Associate,,Senior,Healthcare
R_000639,CV,2,Technical Product Manager,,Mid,Healthcare
R_000640,CV,2,Associate Product Manager,,Mid,Retail
R_000641,CV,6,Program Coordinator,,Senior,Cybersecurity
R_000642,CV,3,Business Analyst,,Junior,FinTech
R_000643,CV,0,Software Engineer,,Mid,Cybersecurity
R_000644,CV,1,Financial Analyst,,Mid,FinTech
R_000645,CV,1,Financial Analyst,,Senior,SaaS
R_000646,CV,3,BI Analyst,,Senior,Gaming
R_000647,CV,4,Account Executive,,Mid,Gaming
R_000648,CV,7,Customer Support Specialist,,Senior,Retail
R_000649,CV,0,Software Engineer,,Mid,Travel
R_000650,CV,4,Sales Representative,,Senior,SaaS
R_000651,CV,0,Backend Engineer,,Mid,Cybersecurity
R_000652,CV,4,Account Executive,,Mid,FinTech
R_000653,CV,2,Product Manager,,Senior,Retail
R_000654,CV,3,Business Analyst,,Mid,Healthcare
R_000655,CV,2,Technical Product Manager,,Mid,FinTech
R_000656,CV,0,Full Stack Engineer,,Mid,E-commerce
R_000657,CV,3,Business Analyst,,Mid,Travel
R_000658,CV,4,Business Development Manager,,Mid,Cybersecurity
R_000659,CV,1,FP&A Analyst,,Senior,Travel
R_000660,CV,1,Junior Accountant,,Junior,FinTech
R_000661,CV,4,Business Development Manager,,Senior,E-commerce
R_000662,CV,5,Content Marketer,,Senior,SaaS
R_000663,CV,4,Business Development Manager,,Mid,Logistics
R_000664,CV,0,Full Stack Engineer,,Senior,Healthcare
R_000665,CV,2,Associate Product Manager,,Senior,SaaS
R_000666,CV,5,Content Marketer,,Mid,Gaming
R_000667,CV,6,Operations Manager,,Junior,Logistics
R_000668,CV,4,Business Development Manager,,Junior,FinTech
R_000669,CV,3,Business Analyst,,Mid,Travel
R_000670,CV,4,Business Development Manager,,Mid,Cybersecurity
R_000671,CV,5,Content Marketer,,Senior,EdTech
R_000672,CV,7,Technical Support Specialist,,Mid,EdTech
R_000673,CV,0,Full Stack Engineer,,Senior,Logistics
R_000674,CV,6,Project Manager,,Senior,FinTech
R_000675,CV,5,Marketing Manager,,Mid,Retail
R_000676,CV,6,Project Manager,,Junior,Retail
R_000677,CV,5,Performance Marketer,,Junior,Travel
R_000678,CV,3,BI Analyst,,Junior,Retail
R_000679,CV,0,Software Engineer,,Junior,SaaS
R_000680,CV,7,Technical Support Specialist,,Junior,E-commerce
R_000681,CV,3,Business Analyst,,Mid,FinTech
R_000682,CV,7,Technical Support Specialist,,Junior,E-commerce
R_000683,CV,6,Operations Manager,,Mid,FinTech
R_000684,CV,3,Business Analyst,,Junior,FinTech
R_000685,CV,5,Content Marketer,,Junior,Logistics
R_000686,CV,5,Marketing Manager,,Mid,Cybersecurity
R_000687,CV,1,Financial Analyst,,Mid,SaaS
R_000688,CV,3,Business Analyst,,Junior,E-commerce
R_000689,CV,7,Customer Support Specialist,,Senior,E-commerce
R_000690,CV,2,Associate Product Manager,,Mid,Healthcare
R_000691,CV,7,Customer Support Specialist,,Junior,Healthcare
R_000692,CV,5,Performance Marketer,,Junior,Healthcare
R_000693,CV,4,Business Development Manager,,Junior,Cybersecurity
R_000694,CV,5,Marketing Manager,,Junior,FinTech
R_000695,CV,2,Associate Product Manager,,Junior,FinTech
R_000696,CV,5,Performance Marketer,,Junior,Cybersecurity
R_000697,CV,4,Account Executive,,Senior,EdTech
R_000698,CV,5,Content Marketer,,Senior,SaaS
R_000699,CV,4,Sales Representative,,Mid,EdTech
R_000700,CV,7,Technical Support Specialist,,Mid,Travel
R_000701,CV,3,Business Analyst,,Senior,Gaming
R_000702,CV,2,Associate Product Manager,,Junior,Healthcare
R_000703,CV,5,Performance Marketer,,Junior,Gaming
R_000704,CV,6,Program Coordinator,,Mid,Cybersecurity
R_000705,CV,0,Backend Engineer,,Junior,Retail
R_000706,CV,1,Financial Analyst,,Mid,Logistics
R_000707,CV,3,Business Analyst,,Junior,Travel
R_000708,CV,2,Associate Product Manager,,Senior,Gaming
R_000709,CV,4,Business Development Manager,,Junior,Healthcare
R_000710,CV,6,Project Manager,,Senior,E-commerce
R_000711,CV,7,Customer Support Specialist,,Junior,Gaming
R_000712,CV,7,Technical Support Specialist,,Mid,SaaS
R_000713,CV,4,Sales Representative,,Senior,FinTech
R_000714,CV,6,Operations Manager,,Junior,Logistics
R_000715,CV,1,FP&A Analyst,,Senior,Retail
R_000716,CV,5,Performance Marketer,,Junior,FinTech
R_000717,CV,4,Sales Representative,,Senior,SaaS
R_000718,CV,7,Customer Success Associate,,Senior,Logistics
R_000719,CV,6,Project Manager,,Junior,E-commerce
R_000720,CV,7,Customer Support Specialist,,Senior,Cybersecurity
R_000721,CV,6,Operations Manager,,Mid,FinTech
R_000722,CV,6,Project Manager,,Senior,Healthcare
R_000723,CV,3,Data Analyst,,Junior,Travel
R_000724,CV,0,Backend Engineer,,Junior,Retail
R_000725,CV,5,Content Marketer,,Junior,FinTech
R_000726,CV,2,Associate Product Manager,,Mid,EdTech
R_000727,CV,5,Marketing Manager,,Mid,Healthcare
R_000728,CV,3,Data Analyst,,Senior,Travel
R_000729,CV,6,Program Coordinator,,Mid,SaaS
R_000730,CV,4,Account Executive,,Senior,FinTech
R_000731,CV,1,Junior Accountant,,Mid,FinTech
R_000732,CV,5,Marketing Manager,,Mid,FinTech
R_000733,CV,7,Customer Success Associate,,Senior,FinTech
R_000734,CV,2,Associate Product Manager,,Senior,Logistics
R_000735,CV,2,Associate Product Manager,,Junior,Travel
R_000736,CV,2,Product Manager,,Junior,E-commerce
R_000737,CV,1,FP&A Analyst,,Senior,Travel
R_000738,CV,0,Full Stack Engineer,,Junior,Retail
R_000739,CV,2,Associate Product Manager,,Mid,EdTech
R_000740,CV,1,Junior Accountant,,Mid,Retail
R_000741,CV,0,Software Engineer,,Senior,Travel
R_000742,CV,7,Customer Support Specialist,,Mid,Healthcare
R_000743,CV,1,Junior Accountant,,Mid,FinTech
R_000744,CV,7,Customer Success Associate,,Mid,Healthcare
R_000745,CV,6,Project Manager,,Senior,Travel
R_000746,CV,0,Backend Engineer,,Mid,Logistics
R_000747,CV,0,Full Stack Engineer,,Mid,EdTech
R_000748,CV,5,Content Marketer,,Junior,Gaming
R_000749,CV,3,Data Analyst,,Mid,E-commerce
R_000750,CV,4,Business Development Manager,,Senior,Logistics
R_000751,CV,2,Associate Product Manager,,Junior,Logistics
R_000752,CV,5,Marketing Manager,,Junior,SaaS
R_000753,CV,0,Software Engineer,,Mid,FinTech
R_000754,CV,2,Associate Product Manager,,Mid,EdTech
R_000755,CV,5,Content Marketer,,Mid,Logistics
R_000756,CV,6,Program Coordinator,,Junior,Travel
R_000757,CV,2,Associate Product Manager,,Senior,Logistics
R_000758,CV,4,Sales Representative,,Junior,Healthcare
R_000759,CV,5,Content Marketer,,Senior,FinTech
R_000760,CV,7,Customer Success Associate,,Senior,E-commerce
R_000761,CV,2,Associate Product Manager,,Mid,SaaS
R_000762,CV,3,Data Analyst,,Mid,Logistics
R_000763,CV,2,Product Manager,,Junior,Gaming
R_000764,CV,7,Customer Success Associate,,Mid,SaaS
R_000765,CV,1,Financial Analyst,,Junior,E-commerce
R_000766,CV,5,Performance Marketer,,Mid,EdTech
R_000767,CV,2,Technical Product Manager,,Senior,Retail
R_000768,CV,1,Financial Analyst,,Senior,EdTech
R_000769,CV,4,Account Executive,,Senior,SaaS
R_000770,CV,1,FP&A Analyst,,Junior,EdTech
R_000771,CV,1,Junior Accountant,,Junior,Gaming
R_000772,CV,5,Marketing Manager,,Senior,EdTech
R_000773,CV,5,Content Marketer,,Mid,Travel
R_000774,CV,2,Associate Product Manager,,Junior,Cybersecurity
R_000775,CV,1,FP&A Analyst,,Junior,Travel
R_000776,CV,5,Marketing Manager,,Mid,E-commerce
R_000777,CV,0,Full Stack Engineer,,Senior,Retail
R_000778,CV,0,Backend Engineer,,Senior,E-commerce
R_000779,CV,7,Technical Support Specialist,,Mid,SaaS
R_000780,CV,2,Associate Product Manager,,Junior,Cybersecurity
R_000781,CV,5,Content Marketer,,Junior,EdTech
R_000782,CV,4,Account Executive,,Mid,EdTech
R_000783,CV,5,Marketing Manager,,Senior,Travel
R_000784,CV,1,Financial Analyst,,Mid,Gaming
R_000785,CV,3,Business Analyst,,Senior,Logistics
R_000786,CV,3,Business Analyst,,Junior,Travel
R_000787,CV,6,Project Manager,,Mid,Cybersecurity
R_000788,CV,0,Software Engineer,,Mid,SaaS
R_000789,CV,1,FP&A Analyst,,Junior,E-commerce
R_000790,CV,1,FP&A Analyst,,Junior,E-commerce
R_000791,CV,2,Associate Product Manager,,Junior,Logistics
R_000792,CV,4,Sales Representative,,Mid,Cybersecurity
R_000793,CV,4,Account Executive,,Senior,Retail
R_000794,CV,5,Performance Marketer,,Junior,SaaS
R_000795,CV,3,Data Analyst,,Junior,Cybersecurity
R_000796,CV,5,Performance Marketer,,Mid,EdTech
R_000797,CV,0,Backend Engineer,,Junior,EdTech
R_000798,CV,6,Project Manager,,Mid,EdTech
R_000799,CV,0,Software Engineer,,Senior,FinTech
R_000800,CV,2,Associate Product Manager,,Mid,Cybersecurity
R_000801,CV,7,Customer Support Specialist,,Senior,EdTech
R_000802,CV,5,Content Marketer,,Mid,E-commerce
R_000803,CV,0,Software Engineer,,Senior,Travel
R_000804,CV,4,Sales Representative,,Senior,Retail
R_000805,CV,2,Associate Product Manager,,Junior,Retail
R_000806,CV,7,Customer Support Specialist,,Mid,E-commerce
R_000807,CV,6,Operations Manager,,Mid,SaaS
R_000808,CV,2,Product Manager,,Senior,Logistics
R_000809,CV,2,Technical Product Manager,,Mid,FinTech
R_000810,CV,4,Sales Representative,,Junior,Retail
R_000811,CV,5,Marketing Manager,,Junior,E-commerce
R_000812,CV,1,Financial Analyst,,Mid,Retail
R_000813,CV,0,Full Stack Engineer,,Senior,SaaS
R_000814,CV,3,BI Analyst,,Junior,Retail
R_000815,CV,1,Financial Analyst,,Junior,FinTech
R_000816,CV,7,Customer Support Specialist,,Senior,Healthcare
R_000817,CV,1,FP&A Analyst,,Senior,Logistics
R_000818,CV,6,Program Coordinator,,Senior,Healthcare
R_000819,CV,1,Financial Analyst,,Senior,Retail
R_000820,CV,5,Content Marketer,,Junior,Healthcare
R_000821,CV,7,Customer Support Specialist,,Junior,FinTech
R_000822,CV,7,Customer Success Associate,,Mid,SaaS
R_000823,CV,0,Software Engineer,,Mid,Cybersecurity
R_000824,CV,2,Associate Product Manager,,Mid,SaaS
R_000825,CV,1,Financial Analyst,,Junior,Healthcare
R_000826,CV,3,BI Analyst,,Junior,E-commerce
R_000827,CV,2,Associate Product Manager,,Senior,FinTech
R_000828,CV,4,Sales Representative,,Mid,EdTech
R_000829,CV,1,Junior Accountant,,Junior,Cybersecurity
R_000830,CV,1,Junior Accountant,,Mid,SaaS
R_000831,CV,0,Backend Engineer,,Mid,Gaming
R_000832,CV,0,Full Stack Engineer,,Junior,FinTech
R_000833,CV,1,FP&A Analyst,,Senior,FinTech
R_000834,CV,4,Sales Representative,,Junior,Logistics
R_000835,CV,0,Full Stack Engineer,,Junior,Healthcare
R_000836,CV,5,Content Marketer,,Senior,SaaS
R_000837,CV,2,Technical Product Manager,,Senior,Travel
R_000838,CV,7,Technical Support Specialist,,Junior,Cybersecurity
R_000839,CV,4,Account Executive,,Senior,Retail
R_000840,CV,3,Data Analyst,,Junior,Retail
R_000841,CV,4,Account Executive,,Senior,SaaS
R_000842,CV,0,Software Engineer,,Junior,EdTech
R_000843,CV,1,Financial Analyst,,Mid,Logistics
R_000844,CV,1,Junior Accountant,,Junior,EdTech
R_000845,CV,2,Product Manager,,Junior,Retail
R_000846,CV,7,Technical Support Specialist,,Junior,Healthcare
R_000847,CV,7,Technical Support Specialist,,Mid,Logistics
R_000848,CV,2,Technical Product Manager,,Mid,Cybersecurity
R_000849,CV,1,Financial Analyst,,Senior,Travel
R_000850,CV,5,Marketing Manager,,Senior,Travel
R_000851,CV,2,Associate Product Manager,,Senior,Cybersecurity
R_000852,CV,1,Junior Accountant,,Junior,FinTech
R_000853,CV,1,Financial Analyst,,Junior,FinTech
R_000854,CV,2,Associate Product Manager,,Senior,Travel
R_000855,CV,7,Technical Support Specialist,,Junior,Travel
R_000856,CV,1,Financial Analyst,,Senior,Retail
R_000857,CV,5,Content Marketer,,Senior,Retail
R_000858,CV,3,BI Analyst,,Mid,SaaS
R_000859,CV,1,Junior Accountant,,Junior,Retail
R_000860,CV,7,Customer Success Associate,,Junior,Retail
R_000861,CV,5,Marketing Manager,,Senior,SaaS
R_000862,CV,0,Full Stack Engineer,,Senior,Retail
R_000863,CV,4,Business Development Manager,,Junior,Cybersecurity
R_000864,CV,1,Junior Accountant,,Mid,Healthcare
R_000865,CV,4,Sales Representative,,Junior,EdTech
R_000866,CV,1,Financial Analyst,,Senior,Travel
R_000867,CV,4,Sales Representative,,Junior,Logistics
R_000868,CV,1,FP&A Analyst,,Mid,Travel
R_000869,CV,4,Account Executive,,Senior,E-commerce
R_000870,CV,1,FP&A Analyst,,Junior,Travel
R_000871,CV,7,Technical Support Specialist,,Senior,E-commerce
R_000872,CV,6,Operations Manager,,Junior,Gaming
R_000873,CV,4,Business Development Manager,,Mid,EdTech
R_000874,CV,7,Technical Support Specialist,,Junior,E-commerce
R_000875,CV,2,Associate Product Manager,,Mid,SaaS
R_000876,CV,3,Data Analyst,,Junior,EdTech
R_000877,CV,0,Backend Engineer,,Mid,Travel
R_000878,CV,1,FP&A Analyst,,Senior,SaaS
R_000879,CV,2,Technical Product Manager,,Mid,E-commerce
R_000880,CV,2,Associate Product Manager,,Junior,Travel
R_000881,CV,8,Junior Accountant,,Mid,E-commerce
R_000882,CV,5,Content Marketer,,Mid,Logistics
R_000883,CV,4,Account Executive,,Senior,Logistics
R_000884,CV,5,Marketing Manager,,Mid,EdTech
R_000885,CV,0,Backend Engineer,,Senior,Healthcare
R_000886,CV,5,Content Marketer,,Junior,E-commerce
R_000887,CV,6,Operations Manager,,Junior,FinTech
R_000888,CV,2,Technical Product Manager,,Senior,Travel
R_000889,CV,6,Program Coordinator,,Mid,Healthcare
R_000890,CV,2,Associate Product Manager,,Senior,E-commerce
R_000891,CV,2,Product Manager,,Mid,Logistics
R_000892,CV,2,Product Manager,,Senior,Logistics
R_000893,CV,1,FP&A Analyst,,Junior,SaaS
R_000894,CV,4,Sales Representative,,Junior,FinTech
R_000895,CV,7,Technical Support Specialist,,Senior,FinTech
R_000896,CV,6,Operations Manager,,Mid,E-commerce
R_000897,CV,3,Data Analyst,,Senior,EdTech
R_000898,CV,5,Content Marketer,,Senior,SaaS
R_000899,CV,2,Product Manager,,Junior,EdTech
R_000900,CV,4,Sales Representative,,Junior,Logistics
R_000901,CV,7,Customer Support Specialist,,Senior,Retail
R_000902,CV,1,FP&A Analyst,,Junior,EdTech
R_000903,CV,4,Business Development Manager,,Mid,SaaS
R_000904,CV,1,Junior Accountant,,Mid,Travel
R_000905,CV,2,Technical Product Manager,,Junior,EdTech
R_000906,CV,2,Associate Product Manager,,Senior,Healthcare
R_000907,CV,4,Account Executive,,Junior,EdTech
